time,upstream_reservoir_water_level,upstream_reservoir_outflow,upstream_reservoir_volume,gate_1_opening,gate_1_outflow,canal_water_level,canal_inflow,canal_outflow,downstream_reservoir_water_level,downstream_reservoir_outflow,downstream_reservoir_volume,upstream_reservoir_inflow,downstream_reservoir_inflow
1470,14.06394207620422,24.8543153220356,140639.4207620422,0.5,24.89398368001193,6.174750562364422,24.89398368001193,24.171922703262524,7.225701867480101,0,72257.01867480102,50.0,24.171922703262524
1480,14.089059476862388,24.882599341832183,140890.59476862388,0.5,24.922178147381107,6.181956982907868,24.922178147381107,24.201536093036513,7.249903403573138,0,72499.03403573138,50.0,24.201536093036513
1490,14.11414864781706,24.910829045327873,141141.4864781706,0.5,24.950318672555536,6.189149290621556,24.950318672555536,24.23108790118677,7.274134491474325,0,72741.34491474325,50.0,24.23108790118677
1500,14.139209643234828,24.939004582234297,141392.09643234828,0.5,24.97840540292934,6.196327567159141,24.97840540292934,24.260577749170757,7.298395069223497,0,72983.95069223497,50.0,24.260577749170757
1510,14.164242517142094,24.96712609273282,141642.42517142094,0.5,25.006438476413674,6.203491899612602,25.006438476413674,24.290005231067575,7.322685074454565,0,73226.85074454565,50.0,24.290005231067575
1520,14.189247323434829,24.995193707265294,141892.4732343483,0.5,25.034418021227662,6.210642380676687,25.034418021227662,24.31936991481921,7.347004444369384,0,73470.04444369384,50.0,24.31936991481921
1530,14.21422411588848,25.02320754634903,142142.2411588848,0.5,25.0623441557134,6.217779108799157,25.0623441557134,24.34867134346632,7.37135311571285,0,73713.5311571285,50.0,24.34867134346632
1540,14.239172948168065,25.051167720415155,142391.72948168064,0.5,25.090216988174333,6.224902188317133,25.090216988174333,24.37790903637677,7.395731024749226,0,73957.31024749226,50.0,24.37790903637677
1550,14.264093873838394,25.07907432966977,142640.93873838393,0.5,25.11803661673636,6.232011323356029,25.11803661673636,24.407123112846723,7.420138147862074,0,74201.38147862074,50.0,24.407123112846723
1560,14.288986945739524,25.10692809887056,142889.86945739522,0.5,25.145803762151978,6.239106750426986,25.145803762151978,24.43626105505625,7.444574408917131,0,74445.7440891713,50.0,24.43626105505625
1570,14.313852216822582,25.134728916941356,143138.5221682258,0.5,25.173518311962802,6.246188519503347,25.173518311962802,24.46534140432672,7.469039750321457,0,74690.39750321457,50.0,24.46534140432672
1580,14.338689739858545,25.16247696403543,143386.89739858545,0.5,25.20118044404817,6.253256679713418,25.20118044404817,24.494364423041063,7.493534114744499,0,74935.34114744498,50.0,24.494364423041063
1590,14.36349956743833,25.19017242021558,143634.9956743833,0.5,25.22879033621412,6.260311279360568,25.22879033621412,24.523330371499153,7.518057445115998,0,75180.57445115998,50.0,24.523330371499153
1600,14.388281751972903,25.217815465427268,143882.81751972903,0.5,25.256348166166383,6.267352365950069,25.256348166166383,24.55223950721627,7.542609684623214,0,75426.09684623213,50.0,24.55223950721627
1610,14.41303634569344,25.24540627946146,144130.3634569344,0.5,25.28385411147319,6.274379986222282,25.28385411147319,24.581092084251882,7.567190776707465,0,75671.90776707465,50.0,24.581092084251882
1620,14.437763400651532,25.27294504190789,144377.63400651532,0.5,25.31130834951855,6.281394186191783,25.31130834951855,24.609888352568476,7.591800665060033,0,75918.00665060033,50.0,24.609888352568476
1630,14.462462968719432,25.30043193209952,144624.62968719433,0.5,25.338711057446666,6.288395011192035,25.338711057446666,24.638628557421438,7.616439293617455,0,76164.39293617455,50.0,24.638628557421438
1640,14.487135101590384,25.32786712904879,144871.35101590384,0.5,25.366062412098227,6.295382505925221,25.366062412098227,24.667312938779666,7.641106606556235,0,76411.06606556235,50.0,24.667312938779666
1650,14.511779850779007,25.355250811376372,145117.79850779008,0.5,25.39336258993923,6.302356714516837,25.39336258993923,24.695941730777577,7.665802548287013,0,76658.02548287013,50.0,24.695941730777577
1660,14.536397267621776,25.38258315723313,145363.97267621776,0.5,25.420611766983022,6.309317680574687,25.420611766983022,24.724515161197978,7.690527063448211,0,76905.2706344821,50.0,24.724515161197978
1670,14.560987403277561,25.409864344215922,145609.8740327756,0.5,25.44781011870612,6.316265447251888,25.44781011870612,24.75303345098601,7.715280096899197,0,77152.80096899197,50.0,24.75303345098601
1680,14.585550308728283,25.43709454927773,145855.50308728282,0.5,25.474957819958554,6.323200057313535,25.474957819958554,24.78149681379387,7.7400615937129915,0,77400.61593712991,50.0,24.78149681379387
1690,14.610086034779648,25.464273948633004,146100.8603477965,0.5,25.502055044869238,6.330121553206673,25.502055044869238,24.809905455555516,7.764871499168547,0,77648.71499168547,50.0,24.809905455555516
1700,14.63459463206199,25.4914027176585,146345.9463206199,0.5,25.529101966746993,6.3370299771332235,25.529101966746993,24.838259574091897,7.789709758742639,0,77897.09758742638,50.0,24.838259574091897
1710,14.6590761510312,25.518481030790404,146590.761510312,0.5,25.556098757977775,6.343925371125547,25.556098757977775,24.86655935874548,7.814576318101384,0,78145.76318101384,50.0,24.86655935874548
1720,14.683530641969782,25.54550906141813,146835.30641969782,0.5,25.58304558991864,6.350807777124301,25.58304558991864,24.894804990043266,7.8394711230914265,0,78394.71123091427,50.0,24.894804990043266
1730,14.707958154988006,25.572486981775423,147079.58154988007,0.5,25.609942632789,6.3576772370583,25.609942632789,24.92299663938904,7.864394119730816,0,78643.94119730816,50.0,24.92299663938904
1740,14.732358740025177,25.599414962829194,147323.58740025177,0.5,25.63679005555962,6.364533792926071,25.63679005555962,24.95113446878251,7.889345254199599,0,78893.45254199598,50.0,24.95113446878251
1750,14.75673244685101,25.6262931741666,147567.3244685101,0.5,25.663588025839825,6.37137748687881,25.663588025839825,24.97921863056595,7.914324472830163,0,79143.24472830164,50.0,24.97921863056595
1760,14.781079325067129,25.653121783880774,147810.7932506713,0.5,25.690336709763443,6.378208361304472,25.690336709763443,25.007249267197217,7.939331722097361,0,79393.31722097361,50.0,25.007249267197217
1770,14.805399424108675,25.679900958455686,148053.99424108674,0.5,25.71703627187382,6.385026458912731,25.71703627187382,25.035226511047966,7.96436694860841,0,79643.6694860841,50.0,25.035226511047966
1780,14.829692793246025,25.706630862650552,148296.92793246024,0.5,25.743686875008347,6.391831822820545,25.743686875008347,25.063150484226984,7.989430099092637,0,79894.30099092636,50.0,25.063150484226984
1790,14.853959481586642,25.73331165938406,148539.5948158664,0.5,25.770288680182908,6.398624496638097,25.770288680182908,25.09102129842768,8.014521120391064,0,80145.21120391064,50.0,25.09102129842768
1800,14.878199538077022,25.759943509618996,148781.9953807702,0.5,25.79684184647661,6.405404524554879,25.79684184647661,25.11883905479836,8.03963995944586,0,80396.39959445862,50.0,25.11883905479836
1810,14.902413011504773,25.786526572247332,149024.13011504774,0.5,25.823346530917092,6.412171951425697,25.823346530917092,25.146603843835344,8.064786563289697,0,80647.86563289698,50.0,25.146603843835344
1820,14.926599950500796,25.813061003976376,149265.99950500796,0.5,25.849802888366746,6.418926822856388,25.849802888366746,25.1743157452976,8.089960879034996,0,80899.60879034996,50.0,25.1743157452976
1830,14.95076040354158,25.839546959216083,149507.6040354158,0.5,25.87621107141024,6.4256691852890695,25.87621107141024,25.201974828142095,8.115162853863138,0,81151.62853863138,50.0,25.201974828142095
1840,14.974894418951614,25.8659845899679,149748.94418951613,0.5,25.902571230243463,6.432399086086714,25.902571230243463,25.229581150478996,8.140392435013617,0,81403.92435013618,50.0,25.229581150478996
1850,14.999002044905897,25.892374045715417,149990.02044905897,0.5,25.928883512564312,6.439116573616892,25.928883512564312,25.257134759546503,8.165649569773166,0,81656.49569773165,50.0,25.257134759546503
1860,15.02308332943258,25.91871547331698,150230.8332943258,0.5,25.95514806346547,6.445821659359246,25.95514806346547,25.28463948923006,8.190934209262394,0,81909.34209262395,50.0,25.28463948923006
1870,15.047138320358243,25.945009074335573,150471.38320358243,0.5,25.981365082597204,6.4525143995750485,25.981365082597204,25.312091061016922,8.216246300323412,0,82162.46300323412,50.0,25.312091061016922
1880,15.071167065376954,25.971254981287778,150711.67065376954,0.5,26.007534700777267,6.459194835538071,26.007534700777267,25.33949110447501,8.241585791427887,0,82415.85791427887,50.0,25.33949110447501
1890,15.095169612028641,25.99745334831386,150951.69612028642,0.5,26.033657070396007,6.465863008271592,26.033657070396007,25.36683979704388,8.266952631224932,0,82669.5263122493,50.0,25.36683979704388
1900,15.119146007699825,26.023604328817584,151191.46007699825,0.5,26.059732343121404,6.472518958543529,26.059732343121404,25.39413731592769,8.29234676854086,0,82923.46768540858,50.0,25.39413731592769
1910,15.143096299624343,26.049708075481117,151430.96299624344,0.5,26.085760669913814,6.479162726862595,26.085760669913814,25.421383838007223,8.317768152378866,0,83177.68152378866,50.0,25.421383838007223
1920,15.167020534884065,26.07576474027832,151670.20534884065,0.5,26.111742201039075,6.485794353475532,26.111742201039075,25.44857953974536,8.343216731918613,0,83432.16731918612,50.0,25.44857953974536
1930,15.190918760409579,26.101774474486245,151909.1876040958,0.5,26.137677086079858,6.492413878365458,26.137677086079858,25.47572459708724,8.3686924565157,0,83686.924565157,50.0,25.47572459708724
1940,15.214791022980883,26.127737428694868,152147.91022980883,0.5,26.163565473945226,6.49902134125135,26.163565473945226,25.50281918535603,8.394195275701055,0,83941.95275701056,50.0,25.50281918535603
1950,15.238637369228067,26.153653752814993,152386.37369228067,0.5,26.18940751287842,6.505616781588691,26.18940751287842,25.529863479144243,8.4197251391802,0,84197.251391802,50.0,25.529863479144243
1960,15.262457845631985,26.179523596084373,152624.57845631984,0.5,26.21520335046283,6.5122002385713,26.21520335046283,25.556857652201984,8.445281996832403,0,84452.81996832402,50.0,25.556857652201984
1970,15.286252498524913,26.205347107071923,152862.52498524913,0.5,26.240953133626068,6.518771751134344,26.240953133626068,25.583801877321605,8.470865798709724,0,84708.65798709723,50.0,25.583801877321605
1980,15.310021374091232,26.23112443368015,153100.21374091232,0.5,26.26665700864228,6.525331357958559,26.26665700864228,25.61069632622073,8.496476495035944,0,84964.76495035944,50.0,25.61069632622073
1990,15.333764518368087,26.256855723145758,153337.64518368087,0.5,26.292315121132635,6.531879097475659,26.292315121132635,25.637541169422654,8.522114036205366,0,85221.14036205367,50.0,25.637541169422654
2000,15.35748197724605,26.282541122038367,153574.8197724605,0.5,26.317927616063926,6.53841500787494,26.317927616063926,25.664336576135767,8.547778372781503,0,85477.78372781503,50.0,25.664336576135767
2010,15.381173796469792,26.3081807762575,153811.7379646979,0.5,26.343494637745465,6.544939127111078,26.343494637745465,25.69108271413169,8.573469455495633,0,85734.69455495634,50.0,25.69108271413169
2020,15.404840021638766,26.333774831027775,154048.40021638764,0.5,26.369016329824156,6.55145149291309,26.369016329824156,25.717779749622967,8.599187235245257,0,85991.87235245257,50.0,25.717779749622967
2030,15.42848069820787,26.359323430892363,154284.8069820787,0.5,26.394492835277862,6.557952142794461,26.394492835277862,25.7444278471408,8.624931663092397,0,86249.31663092398,50.0,25.7444278471408
2040,15.452095871488165,26.384826719704726,154520.95871488165,0.5,26.419924296407096,6.564441114064405,26.419924296407096,25.77102716941271,8.65070269026181,0,86507.0269026181,50.0,25.77102716941271
2050,15.475685586647547,26.410284840618754,154756.85586647547,0.5,26.445310854825,6.570918443840246,26.445310854825,25.797577877240858,8.676500268139051,0,86765.00268139051,50.0,25.797577877240858
2060,15.49924988871147,26.435697936077215,154992.4988871147,0.5,26.470652651445782,6.577384169060888,26.470652651445782,25.82408012938153,8.702324348268434,0,87023.24348268432,50.0,25.82408012938153
2070,15.52278882256367,26.461066147798686,155227.8882256367,0.5,26.495949826471563,6.583838326501347,26.495949826471563,25.850534082425703,8.728174882350856,0,87281.74882350858,50.0,25.850534082425703
2080,15.546302432946908,26.486389616763006,155463.02432946907,0.5,26.521202519377727,6.590280952788314,26.521202519377727,25.876939890680983,8.75405182224154,0,87540.51822241538,50.0,25.876939890680983
2090,15.569790764463713,26.511668483195216,155697.90764463713,0.5,26.54641086889686,6.596712084416725,26.54641086889686,25.903297706055714,8.779955119947594,0,87799.55119947594,50.0,25.903297706055714
2100,15.593253861577166,26.536902886548155,155932.53861577166,0.5,26.571575013001233,6.603131757767287,26.571575013001233,25.92960767794512,8.80588472762554,0,88058.8472762554,50.0,25.92960767794512
2110,15.616691768611682,26.562092965483714,156166.91768611682,0.5,26.596695088884037,6.609540009124932,26.596695088884037,25.955869953119503,8.831840597578658,0,88318.40597578659,50.0,25.955869953119503
2120,15.640104529753831,26.587238857852842,156401.0452975383,0.5,26.62177123293933,6.615936874698175,26.62177123293933,25.982084675615013,8.857822682254273,0,88578.22682254274,50.0,25.982084675615013
2130,15.663492189053159,26.612340700674338,156634.92189053158,0.5,26.64680358074077,6.622322390639305,26.64680358074077,26.008251986627705,8.883830934240901,0,88838.30934240902,50.0,26.008251986627705
2140,15.686854790423045,26.6373986301125,156868.54790423045,0.5,26.671792267019253,6.628696593065402,26.671792267019253,26.034372024409585,8.909865306265312,0,89098.65306265312,50.0,26.034372024409585
2150,15.71019237764159,26.66241278145374,157101.9237764159,0.5,26.69673742563947,6.635059518080111,26.69673742563947,26.060444924168554,8.93592575118948,0,89359.2575118948,50.0,26.060444924168554
2160,15.733504994352508,26.687383289082216,157335.04994352508,0.5,26.72163918957551,6.641411201796154,26.72163918957551,26.086470817971254,8.962012222007452,0,89620.12222007451,50.0,26.086470817971254
2170,15.756792684066054,26.7123102864545,157567.92684066054,0.5,26.74649769088547,6.64775167692245,26.74649769088547,26.11245017825588,8.988124672185707,0,89881.24672185707,50.0,26.11245017825588
2180,15.78005549015494,26.737193911116215,157800.5549015494,0.5,26.77131306571431,6.654080979662817,26.77131306571431,26.138382791677582,9.014263054977384,0,90142.63054977385,50.0,26.138382791677582
2190,15.803293455860373,26.76203429456404,158032.93455860374,0.5,26.796085444183525,6.660399144919755,26.796085444183525,26.164268918489707,9.040427323895875,0,90404.27323895875,50.0,26.164268918489707
2200,15.826506624291063,26.78683156931069,158265.06624291063,0.5,26.820814957436703,6.666706207426638,26.820814957436703,26.190108706748386,9.066617432602623,0,90666.17432602623,50.0,26.190108706748386
2210,15.849695038423839,26.811585867223894,158496.9503842384,0.5,26.84550173598289,6.673002201747709,26.84550173598289,26.215902303875865,9.092833334906498,0,90928.33334906498,50.0,26.215902303875865
2220,15.872858741104306,26.836297319532417,158728.58741104306,0.5,26.870145909702572,6.67928716227808,26.870145909702572,26.24164985666538,9.119074984763163,0,91190.74984763164,50.0,26.24164985666538
2230,15.895997775047473,26.860966056832027,158959.97775047473,0.5,26.894747607853507,6.685561123243778,26.894747607853507,26.267351511283774,9.145342336274448,0,91453.42336274448,50.0,26.267351511283774
2240,15.919112182838383,26.88559220909136,159191.12182838382,0.5,26.9193069590765,6.691824118701822,26.9193069590765,26.29300741327207,9.171635343687718,0,91716.3534368772,50.0,26.29300741327207
2250,15.942202006932725,26.910175905657646,159422.02006932723,0.5,26.943824091401005,6.6980761825403885,26.943824091401005,26.318617707544398,9.197953961395264,0,91979.53961395264,50.0,26.318617707544398
2260,15.96526728965746,26.934717275262248,159652.6728965746,0.5,26.96829913225059,6.704317348479046,26.96829913225059,26.344182538384867,9.224298143933648,0,92242.9814393365,50.0,26.344182538384867
2270,15.988308073211435,26.95921644602606,159883.08073211435,0.5,26.99273220844822,6.710547650069106,26.99273220844822,26.36970204944226,9.250667845983092,0,92506.67845983092,50.0,26.36970204944226
2280,16.01132439966597,26.983673545464672,160113.2439966597,0.5,27.017123446221323,6.716767120694086,27.017123446221323,26.395176383723342,9.277063022366814,0,92770.63022366815,50.0,26.395176383723342
2290,16.034316310965476,27.008088700493293,160343.16310965476,0.5,27.041472971206627,6.722975793570308,27.041472971206627,26.42060568358441,9.3034836280504,0,93034.836280504,50.0,26.42060568358441
2300,16.057283848928044,27.032462037431458,160572.83848928046,0.5,27.065780908454776,6.729173701747652,27.065780908454776,26.445990090720382,9.329929618141119,0,93299.29618141119,50.0,26.445990090720382
2310,16.08022705524604,27.05679368200743,160802.2705524604,0.5,27.090047382434637,6.735360878110467,27.090047382434637,26.47132974615316,9.356400947887273,0,93564.00947887273,50.0,26.47132974615316
2320,16.103145971486676,27.081083759362365,161031.45971486677,0.5,27.114272517037314,6.741537355378664,27.114272517037314,26.49662479021761,9.382897572677491,0,93828.97572677491,50.0,26.49662479021761
2330,16.126040639092622,27.105332394054066,161260.40639092622,0.5,27.13845643557996,6.747703166109,27.13845643557996,26.521875362546396,9.409419448040037,0,94094.19448040037,50.0,26.521875362546396
2340,16.148911099382563,27.129539710060595,161489.11099382563,0.5,27.16259926080914,6.753858342696558,27.16259926080914,26.547081602053265,9.43596652964209,0,94359.6652964209,50.0,26.547081602053265
2350,16.17175739355178,27.15370583078335,161717.57393551778,0.5,27.186701114903915,6.760002917376452,27.186701114903915,26.572243646914515,9.462538773289005,0,94625.38773289006,50.0,26.572243646914515
2360,16.19457956267273,27.177830879049925,161945.79562672728,0.5,27.210762119478606,6.7661369222257415,27.210762119478606,26.597361634549696,9.489136134923555,0,94891.36134923555,50.0,26.597361634549696
2370,16.217377647695614,27.201914977116587,162173.77647695612,0.5,27.234782395585167,6.772260389165589,27.234782395585167,26.622435701600466,9.515758570625156,0,95157.58570625156,50.0,26.622435701600466
2380,16.24015168944894,27.225958246670334,162401.5168944894,0.5,27.258762063715174,6.778373349963655,27.258762063715174,26.64746598390855,9.542406036609066,0,95424.06036609065,50.0,26.64746598390855
2390,16.26290172864011,27.24996080883063,162629.0172864011,0.5,27.282701243801505,6.784475836236744,27.282701243801505,26.672452616492524,9.569078489225557,0,95690.78489225557,50.0,26.672452616492524
2400,16.28562780585596,27.273922784150727,162856.27805855958,0.5,27.306600055219544,6.790567879453709,27.306600055219544,26.6973957335231,9.59577588495908,0,95957.7588495908,50.0,26.6973957335231
2410,16.308329961563338,27.297844292618578,163083.29961563338,0.5,27.33045861678804,6.796649510938609,27.33045861678804,26.722295468298054,9.622498180427378,0,96224.98180427378,50.0,26.722295468298054
2420,16.33100823610968,27.321725453657365,163310.0823610968,0.5,27.354277046769592,6.802720761874147,27.354277046769592,26.747151953215802,9.649245332380595,0,96492.45332380594,50.0,26.747151953215802
2430,16.353662669723555,27.345566386125647,163536.62669723554,0.5,27.378055462870652,6.808781663305374,27.378055462870652,26.771965319747963,9.67601729770034,0,96760.17297700341,50.0,26.771965319747963
2440,16.376293302515236,27.369367208317016,163762.93302515236,0.5,27.401793982241198,6.814832246143669,27.401793982241198,26.79673569841167,9.702814033398752,0,97028.14033398753,50.0,26.79673569841167
2450,16.398900174477276,27.393128037959457,163989.00174477277,0.5,27.425492721473965,6.820872541171003,27.425492721473965,26.82146321874055,9.729635496617494,0,97296.35496617493,50.0,26.82146321874055
2460,16.421483325485063,27.41684899221419,164214.83325485064,0.5,27.44915179660325,6.826902579044478,27.44915179660325,26.846148009255707,9.75648164462675,0,97564.81644626749,50.0,26.846148009255707
2470,16.444042795297392,27.440530187674163,164440.4279529739,0.5,27.472771323103327,6.832922390301158,27.472771323103327,26.870790197435273,9.783352434824184,0,97833.52434824184,50.0,26.870790197435273
2480,16.466578623557027,27.464171740362104,164665.78623557027,0.5,27.496351415886444,6.838932005061438,27.496351415886444,26.89538993985851,9.810247824764044,0,98102.47824764044,50.0,26.89538993985851
2490,16.48909084979087,27.487773766158906,164890.90849790868,0.5,27.519892189730065,6.844931453593443,27.519892189730065,26.919947336529603,9.837167772100575,0,98371.67772100573,50.0,26.919947336529603
2500,16.511579513410865,27.511336380001136,165115.79513410866,0.5,27.543393758476302,6.85092076594118,27.543393758476302,26.94446252370259,9.864112234624276,0,98641.12234624276,50.0,26.94446252370259
2510,16.53404465371445,27.53485969641794,165340.44653714448,0.5,27.566856235567492,6.856899972009717,27.566856235567492,26.968935628713822,9.89108117025299,0,98910.8117025299,50.0,26.968935628713822
2520,16.556486309885035,27.558343829413758,165564.86309885036,0.5,27.59027973392903,6.862869101565997,27.59027973392903,26.993366778300985,9.918074537031291,0,99180.74537031291,50.0,26.993366778300985
2530,16.578904520992566,27.58178889247175,165789.04520992565,0.5,27.61366436597282,6.868828184239644,27.61366436597282,27.01775609860818,9.9450922931299,0,99450.92293129899,50.0,27.01775609860818
2540,16.60129932599401,27.605194998557234,166012.9932599401,0.5,27.637010243600567,6.874777249523735,27.637010243600567,27.04210371519147,9.97213439684509,0,99721.3439684509,50.0,27.04210371519147
2550,16.623670763733887,27.628562260121086,166236.70763733887,0.5,27.660317478207165,6.8807163267755715,27.660317478207165,27.066409753023528,9.999200806598115,0,99992.00806598114,50.0,27.066409753023528
2560,16.646018872944783,27.65189078910317,166460.18872944784,0.5,27.683586180684028,6.886645445217427,27.683586180684028,27.09067433649851,10.026291480934614,0,100262.91480934613,50.0,27.09067433649851
2570,16.66834369224785,27.67518069693571,166683.4369224785,0.5,27.706816461422406,6.892564633937288,27.706816461422406,27.114897589436378,10.053406378524048,0,100534.06378524049,50.0,27.114897589436378
2580,16.690645260153303,27.698432094546668,166906.45260153303,0.5,27.73000843031666,6.898473921889586,27.73000843031666,27.139079635086834,10.080545458159136,0,100805.45458159136,50.0,27.139079635086834
2590,16.71292361506094,27.721645092363055,167129.23615060942,0.5,27.75316219676756,6.90437333789593,27.75316219676756,27.163220596133147,10.10770867875527,0,101077.08678755269,50.0,27.163220596133147
2600,16.735178795260627,27.744819800314257,167351.78795260628,0.5,27.77627786968552,6.91026291064583,27.77627786968552,27.187320594695525,10.134895999349965,0,101348.95999349965,50.0,27.187320594695525
2610,16.757410838932792,27.767956327835314,167574.1083893279,0.5,27.799355557493787,6.916142668697429,27.799355557493787,27.21137975233394,10.162107379102299,0,101621.073791023,50.0,27.21137975233394
2620,16.77961978414892,27.79105478387014,167796.19784148922,0.5,27.82239536813164,6.922012640478238,27.82239536813164,27.2353981900507,10.18934277729235,0,101893.4277729235,50.0,27.2353981900507
2630,16.80180566887205,27.814115276874713,168018.05668872048,0.5,27.845397409057504,6.927872854285881,27.845397409057504,27.259376028293197,10.216602153320643,0,102166.02153320644,50.0,27.259376028293197
2640,16.823968530957227,27.837137914820243,168239.68530957226,0.5,27.868361787252,6.933723338288851,27.868361787252,27.283313386955044,10.2438854667076,0,102438.854667076,50.0,27.283313386955044
2650,16.84610840815203,27.860122805196216,168461.0840815203,0.5,27.891288609221025,6.939564120527283,27.891288609221025,27.307210385377783,10.271192677092976,0,102711.92677092977,50.0,27.307210385377783
2660,16.868225338097016,27.883070055013494,168682.25338097016,0.5,27.9141779809987,6.94539522891375,27.9141779809987,27.331067142352058,10.298523744235329,0,102985.23744235329,50.0,27.331067142352058
2670,16.89031935832621,27.90597977080724,168903.1935832621,0.5,27.93703000815029,6.951216691234073,27.93703000815029,27.354883776117976,10.325878628011447,0,103258.78628011447,50.0,27.354883776117976
2680,16.91239050626757,27.92885205863984,169123.9050626757,0.5,27.959844795775044,6.957028535148171,27.959844795775044,27.37866040436521,10.353257288415811,0,103532.57288415811,50.0,27.37866040436521
2690,16.934438819243468,27.95168702410376,169344.38819243468,0.5,27.982622448508984,6.96283078819093,27.982622448508984,27.402397144233156,10.380659685560044,0,103806.59685560045,50.0,27.402397144233156
2700,16.956464334471143,27.974484772324285,169564.64334471143,0.5,28.0053630705276,6.968623477773108,28.0053630705276,27.42609411230974,10.408085779672355,0,104080.85779672355,50.0,27.42609411230974
2710,16.97846708906318,27.99724540796222,169784.6708906318,0.5,28.02806676554851,6.974406631182288,28.02806676554851,27.449751424630517,10.435535531096985,0,104355.35531096986,50.0,27.449751424630517
2720,17.000447120027964,28.01996903521652,170004.47120027963,0.5,28.05073363683397,6.980180275583854,28.05073363683397,27.473369196677357,10.463008900293662,0,104630.08900293663,50.0,27.473369196677357
2730,17.02240446427014,28.042655757826747,170224.04464270137,0.5,28.07336378719336,6.985944438022028,28.07336378719336,27.49694754337595,10.490505847837039,0,104905.05847837038,50.0,27.49694754337595
2740,17.04433915859106,28.065305679075575,170443.3915859106,0.5,28.09595731898555,6.991699145420944,28.09595731898555,27.52048657909393,10.518026334416131,0,105180.26334416131,50.0,27.52048657909393
2750,17.066251239689272,28.087918901791046,170662.5123968927,0.5,28.11851433412118,6.997444424585778,28.11851433412118,27.5439864176378,10.54557032083377,0,105455.7032083377,50.0,27.5439864176378
2760,17.088140744160924,28.110495528348878,170881.40744160922,0.5,28.141034934064837,7.00318030220393,28.141034934064837,27.567447172249672,10.573137768006019,0,105731.37768006019,50.0,27.567447172249672
2770,17.110007708500248,28.133035660674533,171100.07708500247,0.5,28.163519219837124,7.008906804846264,28.163519219837124,27.590868955603714,10.600728636961623,0,106007.28636961622,50.0,27.590868955603714
2780,17.131852169100004,28.15553940024529,171318.52169100003,0.5,28.18596729201667,7.014623958968411,28.18596729201667,27.61425187980203,10.628342888841424,0,106283.42888841424,50.0,27.61425187980203
2790,17.15367416225191,28.17800684809214,171536.7416225191,0.5,28.208379250741952,7.020331790886349,28.208379250741952,27.63759605894817,10.655980484900374,0,106559.80484900373,50.0,27.63759605894817
2800,17.17547372414707,28.200438104837474,171754.73724147072,0.5,28.230755195748866,7.026030326821763,28.230755195748866,27.66090160220749,10.68364138650258,0,106836.41386502581,50.0,27.66090160220749
2810,17.197250890876436,28.2228332706355,171972.50890876437,0.5,28.253095226311235,7.031719592874641,28.253095226311235,27.684168621023442,10.711325555123604,0,107113.25555123604,50.0,27.684168621023442
2820,17.21900569843122,28.245192445214123,172190.05698431222,0.5,28.27539944128253,7.037399615030099,28.27539944128253,27.70739722573672,10.73903295234934,0,107390.3295234934,50.0,27.70739722573672
2830,17.240738182703353,28.26751572786898,172407.38182703353,0.5,28.297667939089912,7.04307041915908,28.297667939089912,27.73058752619177,10.766763539875532,0,107667.63539875532,50.0,27.73058752619177
2840,17.26244837948589,28.289803217466087,172624.48379485888,0.5,28.319900817736773,7.048732031019055,28.319900817736773,27.753739631739304,10.794517279507271,0,107945.1727950727,50.0,27.753739631739304
2850,17.284136324473444,28.312055012444382,172841.36324473444,0.5,28.342098174805276,7.0543844762547065,28.342098174805276,27.776853651240156,10.822294133158511,0,108222.94133158511,50.0,27.776853651240156
2860,17.305802053262624,28.334271210818297,173058.02053262625,0.5,28.364260107458847,7.060027780398611,28.364260107458847,27.79992969306834,10.850094062851579,0,108500.94062851579,50.0,27.79992969306834
2870,17.327445601352444,28.356451910180297,173274.45601352444,0.5,28.386386712444697,7.0656619688719156,28.386386712444697,27.822967865114297,10.877917030716693,0,108779.17030716693,50.0,27.822967865114297
2880,17.349067004144743,28.378597207703415,173490.67004144742,0.5,28.408478086096263,7.071287066984999,28.408478086096263,27.84596827478792,10.90576299899148,0,109057.62998991481,50.0,27.84596827478792
2890,17.3706662969446,28.400707200143746,173706.66296944598,0.5,28.430534324335685,7.076903099938135,28.430534324335685,27.868931029022058,10.933631930020503,0,109336.31930020504,50.0,27.868931029022058
2900,17.392243514960757,28.42278198384295,173922.43514960757,0.5,28.45255552267626,7.082510092822144,28.45255552267626,27.89185623427532,10.961523786254778,0,109615.23786254779,50.0,27.89185623427532
2910,17.413798693306024,28.44482165473073,174137.98693306025,0.5,28.474541776224864,7.088108070619041,28.474541776224864,27.914743996535126,10.989438530251313,0,109894.38530251314,50.0,27.914743996535126
2920,17.4353318669977,28.466826308327285,174353.318669977,0.5,28.496493179684357,7.093697058202676,28.496493179684357,27.937594421320913,11.017376124672635,0,110173.76124672635,50.0,27.937594421320913
2930,17.45684307095795,28.488796039745758,174568.43070957952,0.5,28.518409827355978,7.099277080339368,28.518409827355978,27.960407613686822,11.04533653228632,0,110453.36532286322,50.0,27.960407613686822
2940,17.47833234001426,28.51073094369463,174783.32340014257,0.5,28.54029181314174,7.10484816168854,28.54029181314174,27.98318367822447,11.073319715964548,0,110733.19715964547,50.0,27.98318367822447
2950,17.49979970889978,28.53263111448018,174997.99708899777,0.5,28.562139230546755,7.110410326803346,28.562139230546755,28.005922719066156,11.101325638683612,0,111013.25638683613,50.0,28.005922719066156
